"","ADR","species","tag","month","year","tissue","stage","conc","method","biomass_kg","season","increment","wood"
"4818","1643","QURU","109","April",2014,"stem","2cm",29,"starch",97.7,"spring","1-2","ring"
"4819","1644","QURU","115","April",2014,"stem","1cm",11,"starch",53.5,"spring","0-1","ring"
"4820","1645","QURU","115","April",2014,"stem","2cm",40.7,"starch",47.9,"spring","1-2","ring"
"4821","1646","QURU","117","April",2014,"stem","1cm",33.6,"starch",50.7,"spring","0-1","ring"
"4822","1647","QURU","117","April",2014,"stem","2cm",31.1,"starch",45.2,"spring","1-2","ring"
"4823","1648","QURU","118","April",2014,"stem","1cm",37,"starch",66.8,"spring","0-1","ring"
"4824","1649","QURU","118","April",2014,"stem","2cm",12.2,"starch",60.8,"spring","1-2","ring"
"4843","1668","FRAM","101","April",2014,"stem","1cm",26.8,"starch",47.2,"spring","0-1","ring"
"4844","1669","FRAM","101","April",2014,"stem","2cm",25,"starch",42.6,"spring","1-2","ring"
"4845","1670","FRAM","108","April",2014,"stem","1cm",33.8,"starch",63.2,"spring","0-1","ring"
"4846","1671","FRAM","108","April",2014,"stem","2cm",16.2,"starch",58.1,"spring","1-2","ring"
"4847","1672","FRAM","123","April",2014,"stem","1cm",26.6,"starch",36,"spring","0-1","ring"
"4848","1673","FRAM","123","April",2014,"stem","2cm",11.9,"starch",31.8,"spring","1-2","ring"
"4861","1686","QURU","104","August",2014,"stem","1cm",12.2,"starch",94.3,"summer","0-1","ring"
"4862","1687","QURU","104","August",2014,"stem","2cm",6.9,"starch",87.6,"summer","1-2","ring"
"4863","1688","QURU","107","August",2014,"stem","1cm",11.1,"starch",94.3,"summer","0-1","ring"
"4864","1689","QURU","107","August",2014,"stem","2cm",5.5,"starch",87.6,"summer","1-2","ring"
"4865","1690","QURU","109","August",2014,"stem","1cm",12.6,"starch",104.7,"summer","0-1","ring"
"4866","1691","QURU","109","August",2014,"stem","2cm",9.4,"starch",97.7,"summer","1-2","ring"
"4867","1692","QURU","115","August",2014,"stem","1cm",4.6,"starch",53.5,"summer","0-1","ring"
"4868","1693","QURU","115","August",2014,"stem","2cm",6,"starch",47.9,"summer","1-2","ring"
"4869","1694","QURU","117","August",2014,"stem","1cm",11.6,"starch",50.7,"summer","0-1","ring"
"4870","1695","QURU","117","August",2014,"stem","2cm",4.3,"starch",45.2,"summer","1-2","ring"
"4871","1696","QURU","118","August",2014,"stem","1cm",35.8,"starch",66.8,"summer","0-1","ring"
"4872","1697","QURU","118","August",2014,"stem","2cm",5.9,"starch",60.8,"summer","1-2","ring"
"4891","1716","FRAM","101","August",2014,"stem","1cm",11.7,"starch",47.2,"summer","0-1","ring"
"4892","1717","FRAM","101","August",2014,"stem","2cm",6.2,"starch",42.6,"summer","1-2","ring"
"4893","1718","FRAM","108","August",2014,"stem","1cm",16.3,"starch",63.2,"summer","0-1","ring"
"4894","1719","FRAM","108","August",2014,"stem","2cm",14.3,"starch",58.1,"summer","1-2","ring"
"4895","1720","FRAM","123","August",2014,"stem","1cm",24.7,"starch",36,"summer","0-1","ring"
"4896","1721","FRAM","123","August",2014,"stem","2cm",6.8,"starch",31.8,"summer","1-2","ring"
"4909","1734","QURU","104","October",2014,"stem","1cm",30.3,"starch",94.3,"autumn","0-1","ring"
"4910","1735","QURU","104","October",2014,"stem","2cm",23.3,"starch",87.6,"autumn","1-2","ring"
"4911","1736","QURU","107","October",2014,"stem","1cm",28.1,"starch",94.3,"autumn","0-1","ring"
"4912","1737","QURU","107","October",2014,"stem","2cm",0.5,"starch",87.6,"autumn","1-2","ring"
"4913","1738","QURU","109","October",2014,"stem","1cm",19.9,"starch",104.7,"autumn","0-1","ring"
"4914","1739","QURU","109","October",2014,"stem","2cm",38.1,"starch",97.7,"autumn","1-2","ring"
"4915","1740","QURU","115","October",2014,"stem","1cm",29.1,"starch",53.5,"autumn","0-1","ring"
"4916","1741","QURU","115","October",2014,"stem","2cm",4.1,"starch",47.9,"autumn","1-2","ring"
"4917","1742","QURU","117","October",2014,"stem","1cm",13.4,"starch",50.7,"autumn","0-1","ring"
"4918","1743","QURU","117","October",2014,"stem","2cm",22,"starch",45.2,"autumn","1-2","ring"
"4919","1744","QURU","118","October",2014,"stem","1cm",36,"starch",66.8,"autumn","0-1","ring"
"4920","1745","QURU","118","October",2014,"stem","2cm",0.9,"starch",60.8,"autumn","1-2","ring"
"4939","1764","FRAM","101","October",2014,"stem","1cm",35.4,"starch",47.2,"autumn","0-1","ring"
"4940","1765","FRAM","101","October",2014,"stem","2cm",20,"starch",42.6,"autumn","1-2","ring"
"4941","1766","FRAM","108","October",2014,"stem","1cm",23.7,"starch",63.2,"autumn","0-1","ring"
"4942","1767","FRAM","108","October",2014,"stem","2cm",14.2,"starch",58.1,"autumn","1-2","ring"
"4943","1768","FRAM","123","October",2014,"stem","1cm",27.7,"starch",36,"autumn","0-1","ring"
"4944","1769","FRAM","123","October",2014,"stem","2cm",17.3,"starch",31.8,"autumn","1-2","ring"
"5143","2648","QURU","104","February",2014,"stem","1cm",0,"starch",94.3,"winter","0-1","ring"
"5144","2649","QURU","107","February",2014,"stem","1cm",0,"starch",94.3,"winter","0-1","ring"
"5145","2650","QURU","109","February",2014,"stem","1cm",0,"starch",104.7,"winter","0-1","ring"
"5146","2651","QURU","115","February",2014,"stem","1cm",0,"starch",53.5,"winter","0-1","ring"
"5147","2652","QURU","117","February",2014,"stem","1cm",0,"starch",50.7,"winter","0-1","ring"
"5148","2653","QURU","118","February",2014,"stem","1cm",0,"starch",66.8,"winter","0-1","ring"
"5158","2663","FRAM","101","February",2014,"stem","1cm",0,"starch",47.2,"winter","0-1","ring"
"5159","2664","FRAM","108","February",2014,"stem","1cm",0,"starch",63.2,"winter","0-1","ring"
"5160","2665","FRAM","123","February",2014,"stem","1cm",0,"starch",36,"winter","0-1","ring"
"5167","2672","QURU","104","February",2014,"stem","2cm",0,"starch",87.6,"winter","1-2","ring"
"5168","2673","QURU","107","February",2014,"stem","2cm",0,"starch",87.6,"winter","1-2","ring"
"5169","2674","QURU","109","February",2014,"stem","2cm",0,"starch",97.7,"winter","1-2","ring"
"5170","2675","QURU","115","February",2014,"stem","2cm",0,"starch",47.9,"winter","1-2","ring"
"5171","2676","QURU","117","February",2014,"stem","2cm",0,"starch",45.2,"winter","1-2","ring"
"5172","2677","QURU","118","February",2014,"stem","2cm",0,"starch",60.8,"winter","1-2","ring"
"5182","2687","FRAM","101","February",2014,"stem","2cm",0,"starch",42.6,"winter","1-2","ring"
"5183","2688","FRAM","108","February",2014,"stem","2cm",0,"starch",58.1,"winter","1-2","ring"
"5184","2689","FRAM","123","February",2014,"stem","2cm",0,"starch",31.8,"winter","1-2","ring"
"5191","2696","QURU","104","February",2014,"stem","3cm",0,"starch",81,"winter","2-3","ring"
"5192","2697","QURU","107","February",2014,"stem","3cm",0,"starch",81,"winter","2-3","ring"
"5193","2698","QURU","109","February",2014,"stem","3cm",0,"starch",90.9,"winter","2-3","ring"
"5194","2699","QURU","115","February",2014,"stem","3cm",0,"starch",42.5,"winter","2-3","ring"
"5195","2700","QURU","117","February",2014,"stem","3cm",0,"starch",39.8,"winter","2-3","ring"
"5196","2701","QURU","118","February",2014,"stem","3cm",0,"starch",55,"winter","2-3","ring"
"5206","2711","FRAM","101","February",2014,"stem","3cm",0,"starch",38.1,"winter","2-3","ring"
"5207","2712","FRAM","108","February",2014,"stem","3cm",0,"starch",53.2,"winter","2-3","ring"
"5208","2713","FRAM","123","February",2014,"stem","3cm",0,"starch",27.7,"winter","2-3","ring"
"5215","2720","QURU","104","February",2014,"stem","4cm",0,"starch",74.6,"winter","3-4","ring"
"5216","2721","QURU","107","February",2014,"stem","4cm",0,"starch",74.6,"winter","3-4","ring"
"5217","2722","QURU","109","February",2014,"stem","4cm",0,"starch",84.3,"winter","3-4","ring"
"5218","2723","QURU","115","February",2014,"stem","4cm",0,"starch",37.2,"winter","3-4","ring"
"5219","2724","QURU","117","February",2014,"stem","4cm",0,"starch",34.7,"winter","3-4","ring"
"5220","2725","QURU","118","February",2014,"stem","4cm",0,"starch",49.3,"winter","3-4","ring"
"5230","2735","FRAM","101","February",2014,"stem","4cm",0,"starch",33.9,"winter","3-4","ring"
"5231","2736","FRAM","108","February",2014,"stem","4cm",0,"starch",48.4,"winter","3-4","ring"
"5232","2737","FRAM","123","February",2014,"stem","4cm",0,"starch",23.9,"winter","3-4","ring"
"5239","2744","QURU","104","March",2014,"stem","1cm",0,"starch",94.3,"spring","0-1","ring"
"5240","2745","QURU","107","March",2014,"stem","1cm",0,"starch",94.3,"spring","0-1","ring"
"5241","2746","QURU","109","March",2014,"stem","1cm",0,"starch",104.7,"spring","0-1","ring"
"5242","2747","QURU","115","March",2014,"stem","1cm",0,"starch",53.5,"spring","0-1","ring"
"5243","2748","QURU","117","March",2014,"stem","1cm",0,"starch",50.7,"spring","0-1","ring"
"5244","2749","QURU","118","March",2014,"stem","1cm",0,"starch",66.8,"spring","0-1","ring"
"5254","2759","FRAM","101","March",2014,"stem","1cm",0,"starch",47.2,"spring","0-1","ring"
"5255","2760","FRAM","108","March",2014,"stem","1cm",0,"starch",63.2,"spring","0-1","ring"
"5256","2761","FRAM","123","March",2014,"stem","1cm",0,"starch",36,"spring","0-1","ring"
"5263","2768","QURU","104","March",2014,"stem","2cm",0,"starch",87.6,"spring","1-2","ring"
"5264","2769","QURU","107","March",2014,"stem","2cm",0,"starch",87.6,"spring","1-2","ring"
"5265","2770","QURU","109","March",2014,"stem","2cm",0,"starch",97.7,"spring","1-2","ring"
"5266","2771","QURU","115","March",2014,"stem","2cm",0,"starch",47.9,"spring","1-2","ring"
"5267","2772","QURU","117","March",2014,"stem","2cm",0,"starch",45.2,"spring","1-2","ring"
"5268","2773","QURU","118","March",2014,"stem","2cm",0,"starch",60.8,"spring","1-2","ring"
"5278","2783","FRAM","101","March",2014,"stem","2cm",0,"starch",42.6,"spring","1-2","ring"
"5279","2784","FRAM","108","March",2014,"stem","2cm",0,"starch",58.1,"spring","1-2","ring"
"5280","2785","FRAM","123","March",2014,"stem","2cm",0,"starch",31.8,"spring","1-2","ring"
"5287","2792","QURU","104","March",2014,"stem","3cm",0,"starch",81,"spring","2-3","ring"
"5288","2793","QURU","107","March",2014,"stem","3cm",0,"starch",81,"spring","2-3","ring"
"5289","2794","QURU","109","March",2014,"stem","3cm",0,"starch",90.9,"spring","2-3","ring"
"5290","2795","QURU","115","March",2014,"stem","3cm",2.1,"starch",42.5,"spring","2-3","ring"
"5291","2796","QURU","117","March",2014,"stem","3cm",0,"starch",39.8,"spring","2-3","ring"
"5292","2797","QURU","118","March",2014,"stem","3cm",0,"starch",55,"spring","2-3","ring"
"5302","2807","FRAM","101","March",2014,"stem","3cm",0,"starch",38.1,"spring","2-3","ring"
"5303","2808","FRAM","108","March",2014,"stem","3cm",0,"starch",53.2,"spring","2-3","ring"
"5304","2809","FRAM","123","March",2014,"stem","3cm",0,"starch",27.7,"spring","2-3","ring"
"5311","2816","QURU","104","March",2014,"stem","4cm",0,"starch",74.6,"spring","3-4","ring"
"5312","2817","QURU","107","March",2014,"stem","4cm",0,"starch",74.6,"spring","3-4","ring"
"5313","2818","QURU","109","March",2014,"stem","4cm",0,"starch",84.3,"spring","3-4","ring"
"5314","2819","QURU","115","March",2014,"stem","4cm",0,"starch",37.2,"spring","3-4","ring"
"5315","2820","QURU","117","March",2014,"stem","4cm",0,"starch",34.7,"spring","3-4","ring"
"5316","2821","QURU","118","March",2014,"stem","4cm",0,"starch",49.3,"spring","3-4","ring"
"5326","2831","FRAM","101","March",2014,"stem","4cm",0,"starch",33.9,"spring","3-4","ring"
"5327","2832","FRAM","108","March",2014,"stem","4cm",0,"starch",48.4,"spring","3-4","ring"
"5328","2833","FRAM","123","March",2014,"stem","4cm",0,"starch",23.9,"spring","3-4","ring"
"5335","2840","QURU","104","May",2014,"stem","1cm",0,"starch",94.3,"spring","0-1","ring"
"5336","2841","QURU","107","May",2014,"stem","1cm",0,"starch",94.3,"spring","0-1","ring"
"5337","2842","QURU","109","May",2014,"stem","1cm",0,"starch",104.7,"spring","0-1","ring"
"5338","2843","QURU","115","May",2014,"stem","1cm",0,"starch",53.5,"spring","0-1","ring"
"5339","2844","QURU","117","May",2014,"stem","1cm",0,"starch",50.7,"spring","0-1","ring"
"5340","2845","QURU","118","May",2014,"stem","1cm",0,"starch",66.8,"spring","0-1","ring"
"5350","2855","FRAM","101","May",2014,"stem","1cm",0,"starch",47.2,"spring","0-1","ring"
"5351","2856","FRAM","108","May",2014,"stem","1cm",0,"starch",63.2,"spring","0-1","ring"
"5352","2857","FRAM","123","May",2014,"stem","1cm",0,"starch",36,"spring","0-1","ring"
"5359","2864","QURU","104","May",2014,"stem","2cm",0,"starch",87.6,"spring","1-2","ring"
"5360","2865","QURU","107","May",2014,"stem","2cm",0,"starch",87.6,"spring","1-2","ring"
"5361","2866","QURU","109","May",2014,"stem","2cm",0,"starch",97.7,"spring","1-2","ring"
"5362","2867","QURU","115","May",2014,"stem","2cm",0,"starch",47.9,"spring","1-2","ring"
"5363","2868","QURU","117","May",2014,"stem","2cm",0,"starch",45.2,"spring","1-2","ring"
"5364","2869","QURU","118","May",2014,"stem","2cm",0,"starch",60.8,"spring","1-2","ring"
"5374","2879","FRAM","101","May",2014,"stem","2cm",0,"starch",42.6,"spring","1-2","ring"
"5375","2880","FRAM","108","May",2014,"stem","2cm",0,"starch",58.1,"spring","1-2","ring"
"5376","2881","FRAM","123","May",2014,"stem","2cm",0,"starch",31.8,"spring","1-2","ring"
"5383","2888","QURU","104","May",2014,"stem","3cm",0,"starch",81,"spring","2-3","ring"
"5384","2889","QURU","107","May",2014,"stem","3cm",0,"starch",81,"spring","2-3","ring"
"5385","2890","QURU","109","May",2014,"stem","3cm",0,"starch",90.9,"spring","2-3","ring"
"5386","2891","QURU","115","May",2014,"stem","3cm",0,"starch",42.5,"spring","2-3","ring"
"5387","2892","QURU","117","May",2014,"stem","3cm",0,"starch",39.8,"spring","2-3","ring"
"5388","2893","QURU","118","May",2014,"stem","3cm",0,"starch",55,"spring","2-3","ring"
"5398","2903","FRAM","101","May",2014,"stem","3cm",0,"starch",38.1,"spring","2-3","ring"
"5399","2904","FRAM","108","May",2014,"stem","3cm",0,"starch",53.2,"spring","2-3","ring"
"5400","2905","FRAM","123","May",2014,"stem","3cm",0,"starch",27.7,"spring","2-3","ring"
"5407","2912","QURU","104","May",2014,"stem","4cm",0,"starch",74.6,"spring","3-4","ring"
"5408","2913","QURU","107","May",2014,"stem","4cm",0,"starch",74.6,"spring","3-4","ring"
"5409","2914","QURU","109","May",2014,"stem","4cm",0,"starch",84.3,"spring","3-4","ring"
"5410","2915","QURU","115","May",2014,"stem","4cm",0,"starch",37.2,"spring","3-4","ring"
"5411","2916","QURU","117","May",2014,"stem","4cm",0,"starch",34.7,"spring","3-4","ring"
"5412","2917","QURU","118","May",2014,"stem","4cm",0,"starch",49.3,"spring","3-4","ring"
"5422","2927","FRAM","101","May",2014,"stem","4cm",0,"starch",33.9,"spring","3-4","ring"
"5423","2928","FRAM","108","May",2014,"stem","4cm",0,"starch",48.4,"spring","3-4","ring"
"5424","2929","FRAM","123","May",2014,"stem","4cm",0,"starch",23.9,"spring","3-4","ring"
"5431","2984","QURU","104","July",2014,"stem","3cm",0,"starch",81,"summer","2-3","ring"
"5432","2985","QURU","107","July",2014,"stem","3cm",0,"starch",81,"summer","2-3","ring"
"5433","2986","QURU","109","July",2014,"stem","3cm",0,"starch",90.9,"summer","2-3","ring"
"5434","2987","QURU","115","July",2014,"stem","3cm",0,"starch",42.5,"summer","2-3","ring"
"5435","2988","QURU","117","July",2014,"stem","3cm",0,"starch",39.8,"summer","2-3","ring"
"5436","2989","QURU","118","July",2014,"stem","3cm",0,"starch",55,"summer","2-3","ring"
"5446","2999","FRAM","101","July",2014,"stem","3cm",0,"starch",38.1,"summer","2-3","ring"
"5447","3000","FRAM","108","July",2014,"stem","3cm",0,"starch",53.2,"summer","2-3","ring"
"5448","3001","FRAM","123","July",2014,"stem","3cm",0,"starch",27.7,"summer","2-3","ring"
"5455","3008","QURU","104","July",2014,"stem","4cm",0,"starch",74.6,"summer","3-4","ring"
"5456","3009","QURU","107","July",2014,"stem","4cm",0,"starch",74.6,"summer","3-4","ring"
"5457","3010","QURU","109","July",2014,"stem","4cm",0,"starch",84.3,"summer","3-4","ring"
"5458","3011","QURU","115","July",2014,"stem","4cm",0,"starch",37.2,"summer","3-4","ring"
"5459","3012","QURU","117","July",2014,"stem","4cm",0,"starch",34.7,"summer","3-4","ring"
"5460","3013","QURU","118","July",2014,"stem","4cm",0,"starch",49.3,"summer","3-4","ring"
"5470","3023","FRAM","101","July",2014,"stem","4cm",0,"starch",33.9,"summer","3-4","ring"
"5471","3024","FRAM","108","July",2014,"stem","4cm",0,"starch",48.4,"summer","3-4","ring"
"5472","3025","FRAM","123","July",2014,"stem","4cm",0,"starch",23.9,"summer","3-4","ring"
"5479","3032","QURU","104","September",2014,"stem","1cm",61.7,"starch",94.3,"autumn","0-1","ring"
"5480","3033","QURU","107","September",2014,"stem","1cm",19,"starch",94.3,"autumn","0-1","ring"
"5481","3034","QURU","109","September",2014,"stem","1cm",46.8,"starch",104.7,"autumn","0-1","ring"
"5482","3035","QURU","115","September",2014,"stem","1cm",6.7,"starch",53.5,"autumn","0-1","ring"
"5483","3036","QURU","117","September",2014,"stem","1cm",23.2,"starch",50.7,"autumn","0-1","ring"
"5484","3037","QURU","118","September",2014,"stem","1cm",45.2,"starch",66.8,"autumn","0-1","ring"
"5494","3047","FRAM","101","September",2014,"stem","1cm",11.1,"starch",47.2,"autumn","0-1","ring"
"5495","3048","FRAM","108","September",2014,"stem","1cm",2.1,"starch",63.2,"autumn","0-1","ring"
"5496","3049","FRAM","123","September",2014,"stem","1cm",43.8,"starch",36,"autumn","0-1","ring"
"5503","3056","QURU","104","September",2014,"stem","2cm",15.3,"starch",87.6,"autumn","1-2","ring"
"5504","3057","QURU","107","September",2014,"stem","2cm",7.3,"starch",87.6,"autumn","1-2","ring"
"5505","3058","QURU","109","September",2014,"stem","2cm",1.3,"starch",97.7,"autumn","1-2","ring"
"5506","3059","QURU","115","September",2014,"stem","2cm",0,"starch",47.9,"autumn","1-2","ring"
"5507","3060","QURU","117","September",2014,"stem","2cm",77.1,"starch",45.2,"autumn","1-2","ring"
"5508","3061","QURU","118","September",2014,"stem","2cm",7.3,"starch",60.8,"autumn","1-2","ring"
"5518","3071","FRAM","101","September",2014,"stem","2cm",9,"starch",42.6,"autumn","1-2","ring"
"5519","3072","FRAM","108","September",2014,"stem","2cm",58.3,"starch",58.1,"autumn","1-2","ring"
"5520","3073","FRAM","123","September",2014,"stem","2cm",11.1,"starch",31.8,"autumn","1-2","ring"
"5527","3080","QURU","104","September",2014,"stem","3cm",0,"starch",81,"autumn","2-3","ring"
"5528","3081","QURU","107","September",2014,"stem","3cm",0,"starch",81,"autumn","2-3","ring"
"5529","3082","QURU","109","September",2014,"stem","3cm",0,"starch",90.9,"autumn","2-3","ring"
"5530","3083","QURU","115","September",2014,"stem","3cm",0,"starch",42.5,"autumn","2-3","ring"
"5531","3084","QURU","117","September",2014,"stem","3cm",0,"starch",39.8,"autumn","2-3","ring"
"5532","3085","QURU","118","September",2014,"stem","3cm",0,"starch",55,"autumn","2-3","ring"
"5542","3095","FRAM","101","September",2014,"stem","3cm",0,"starch",38.1,"autumn","2-3","ring"
"5543","3096","FRAM","108","September",2014,"stem","3cm",0,"starch",53.2,"autumn","2-3","ring"
"5544","3097","FRAM","123","September",2014,"stem","3cm",0,"starch",27.7,"autumn","2-3","ring"
"5551","3104","QURU","104","September",2014,"stem","4cm",0,"starch",74.6,"autumn","3-4","ring"
"5552","3105","QURU","107","September",2014,"stem","4cm",0,"starch",74.6,"autumn","3-4","ring"
"5553","3106","QURU","109","September",2014,"stem","4cm",0,"starch",84.3,"autumn","3-4","ring"
"5554","3107","QURU","115","September",2014,"stem","4cm",0,"starch",37.2,"autumn","3-4","ring"
"5555","3108","QURU","117","September",2014,"stem","4cm",0,"starch",34.7,"autumn","3-4","ring"
"5556","3109","QURU","118","September",2014,"stem","4cm",0,"starch",49.3,"autumn","3-4","ring"
"5566","3119","FRAM","101","September",2014,"stem","4cm",0,"starch",33.9,"autumn","3-4","ring"
"5567","3120","FRAM","108","September",2014,"stem","4cm",0,"starch",48.4,"autumn","3-4","ring"
"5568","3121","FRAM","123","September",2014,"stem","4cm",0,"starch",23.9,"autumn","3-4","ring"
"5575","3128","QURU","104","November",2014,"stem","1cm",44.5,"starch",94.3,"autumn","0-1","ring"
"5576","3129","QURU","107","November",2014,"stem","1cm",14.4,"starch",94.3,"autumn","0-1","ring"
"5577","3130","QURU","109","November",2014,"stem","1cm",34.7,"starch",104.7,"autumn","0-1","ring"
"5578","3131","QURU","115","November",2014,"stem","1cm",28.6,"starch",53.5,"autumn","0-1","ring"
"5579","3132","QURU","117","November",2014,"stem","1cm",12.6,"starch",50.7,"autumn","0-1","ring"
"5580","3133","QURU","118","November",2014,"stem","1cm",34,"starch",66.8,"autumn","0-1","ring"
"5590","3143","FRAM","101","November",2014,"stem","1cm",111,"starch",47.2,"autumn","0-1","ring"
"5591","3144","FRAM","108","November",2014,"stem","1cm",102.6,"starch",63.2,"autumn","0-1","ring"
"5592","3145","FRAM","123","November",2014,"stem","1cm",120.2,"starch",36,"autumn","0-1","ring"
"5599","3152","QURU","104","November",2014,"stem","2cm",9.7,"starch",87.6,"autumn","1-2","ring"
"5600","3153","QURU","107","November",2014,"stem","2cm",0,"starch",87.6,"autumn","1-2","ring"
"5601","3154","QURU","109","November",2014,"stem","2cm",5.8,"starch",97.7,"autumn","1-2","ring"
"5602","3155","QURU","115","November",2014,"stem","2cm",0,"starch",47.9,"autumn","1-2","ring"
"5603","3156","QURU","117","November",2014,"stem","2cm",0,"starch",45.2,"autumn","1-2","ring"
"5604","3157","QURU","118","November",2014,"stem","2cm",0,"starch",60.8,"autumn","1-2","ring"
"5614","3167","FRAM","101","November",2014,"stem","2cm",0,"starch",42.6,"autumn","1-2","ring"
"5615","3168","FRAM","108","November",2014,"stem","2cm",0,"starch",58.1,"autumn","1-2","ring"
"5616","3169","FRAM","123","November",2014,"stem","2cm",5.7,"starch",31.8,"autumn","1-2","ring"
"5623","3176","QURU","104","November",2014,"stem","3cm",0,"starch",81,"autumn","2-3","ring"
"5624","3177","QURU","107","November",2014,"stem","3cm",0,"starch",81,"autumn","2-3","ring"
"5625","3178","QURU","109","November",2014,"stem","3cm",0,"starch",90.9,"autumn","2-3","ring"
"5626","3179","QURU","115","November",2014,"stem","3cm",0,"starch",42.5,"autumn","2-3","ring"
"5627","3180","QURU","117","November",2014,"stem","3cm",0,"starch",39.8,"autumn","2-3","ring"
"5628","3181","QURU","118","November",2014,"stem","3cm",0,"starch",55,"autumn","2-3","ring"
"5638","3191","FRAM","101","November",2014,"stem","3cm",0,"starch",38.1,"autumn","2-3","ring"
"5639","3192","FRAM","108","November",2014,"stem","3cm",0,"starch",53.2,"autumn","2-3","ring"
"5640","3193","FRAM","123","November",2014,"stem","3cm",0,"starch",27.7,"autumn","2-3","ring"
"5647","3200","QURU","104","November",2014,"stem","4cm",0,"starch",74.6,"autumn","3-4","ring"
"5648","3201","QURU","107","November",2014,"stem","4cm",0,"starch",74.6,"autumn","3-4","ring"
"5649","3202","QURU","109","November",2014,"stem","4cm",0,"starch",84.3,"autumn","3-4","ring"
"5650","3203","QURU","115","November",2014,"stem","4cm",0,"starch",37.2,"autumn","3-4","ring"
"5651","3204","QURU","117","November",2014,"stem","4cm",0,"starch",34.7,"autumn","3-4","ring"
"5652","3205","QURU","118","November",2014,"stem","4cm",0,"starch",49.3,"autumn","3-4","ring"
"5662","3215","FRAM","101","November",2014,"stem","4cm",0,"starch",33.9,"autumn","3-4","ring"
"5663","3216","FRAM","108","November",2014,"stem","4cm",0,"starch",48.4,"autumn","3-4","ring"
"5664","3217","FRAM","123","November",2014,"stem","4cm",0,"starch",23.9,"autumn","3-4","ring"
"5671","3224","QURU","104","January",2014,"stem","3cm",7.2,"starch",81,"winter","2-3","ring"
"5672","3225","QURU","107","January",2014,"stem","3cm",0,"starch",81,"winter","2-3","ring"
"5673","3226","QURU","109","January",2014,"stem","3cm",0,"starch",90.9,"winter","2-3","ring"
"5674","3227","QURU","115","January",2014,"stem","3cm",0,"starch",42.5,"winter","2-3","ring"
"5675","3228","QURU","117","January",2014,"stem","3cm",0,"starch",39.8,"winter","2-3","ring"
"5676","3229","QURU","118","January",2014,"stem","3cm",0,"starch",55,"winter","2-3","ring"
"5686","3239","FRAM","101","January",2014,"stem","3cm",0,"starch",38.1,"winter","2-3","ring"
"5687","3240","FRAM","108","January",2014,"stem","3cm",0,"starch",53.2,"winter","2-3","ring"
"5688","3241","FRAM","123","January",2014,"stem","3cm",0,"starch",27.7,"winter","2-3","ring"
"5695","3248","QURU","104","January",2014,"stem","4cm",0,"starch",74.6,"winter","3-4","ring"
"5696","3249","QURU","107","January",2014,"stem","4cm",0,"starch",74.6,"winter","3-4","ring"
"5697","3250","QURU","109","January",2014,"stem","4cm",0,"starch",84.3,"winter","3-4","ring"
"5698","3251","QURU","115","January",2014,"stem","4cm",0,"starch",37.2,"winter","3-4","ring"
"5699","3252","QURU","117","January",2014,"stem","4cm",0,"starch",34.7,"winter","3-4","ring"
"5700","3253","QURU","118","January",2014,"stem","4cm",0,"starch",49.3,"winter","3-4","ring"
"5710","3263","FRAM","101","January",2014,"stem","4cm",0,"starch",33.9,"winter","3-4","ring"
"5711","3264","FRAM","108","January",2014,"stem","4cm",0,"starch",48.4,"winter","3-4","ring"
"5712","3265","FRAM","123","January",2014,"stem","4cm",0,"starch",23.9,"winter","3-4","ring"
"5719","3272","QURU","104","April",2014,"stem","3cm",0,"starch",81,"spring","2-3","ring"
"5720","3273","QURU","107","April",2014,"stem","3cm",0,"starch",81,"spring","2-3","ring"
"5721","3274","QURU","109","April",2014,"stem","3cm",0,"starch",90.9,"spring","2-3","ring"
"5722","3275","QURU","115","April",2014,"stem","3cm",0,"starch",42.5,"spring","2-3","ring"
"5723","3276","QURU","117","April",2014,"stem","3cm",0,"starch",39.8,"spring","2-3","ring"
"5724","3277","QURU","118","April",2014,"stem","3cm",0,"starch",55,"spring","2-3","ring"
"5734","3287","FRAM","101","April",2014,"stem","3cm",2.1,"starch",38.1,"spring","2-3","ring"
"5735","3288","FRAM","108","April",2014,"stem","3cm",0,"starch",53.2,"spring","2-3","ring"
"5736","3289","FRAM","123","April",2014,"stem","3cm",0,"starch",27.7,"spring","2-3","ring"
"5743","3296","QURU","104","April",2014,"stem","4cm",0,"starch",74.6,"spring","3-4","ring"
"5744","3297","QURU","107","April",2014,"stem","4cm",0,"starch",74.6,"spring","3-4","ring"
"5745","3298","QURU","109","April",2014,"stem","4cm",0,"starch",84.3,"spring","3-4","ring"
"5746","3299","QURU","115","April",2014,"stem","4cm",0,"starch",37.2,"spring","3-4","ring"
"5747","3300","QURU","117","April",2014,"stem","4cm",0,"starch",34.7,"spring","3-4","ring"
"5748","3301","QURU","118","April",2014,"stem","4cm",0,"starch",49.3,"spring","3-4","ring"
"5758","3311","FRAM","101","April",2014,"stem","4cm",0,"starch",33.9,"spring","3-4","ring"
"5759","3312","FRAM","108","April",2014,"stem","4cm",0,"starch",48.4,"spring","3-4","ring"
"5760","3313","FRAM","123","April",2014,"stem","4cm",0,"starch",23.9,"spring","3-4","ring"
"5767","3320","QURU","104","August",2014,"stem","3cm",0,"starch",81,"summer","2-3","ring"
"5768","3321","QURU","107","August",2014,"stem","3cm",0,"starch",81,"summer","2-3","ring"
